    Fid,Gender,Age,AttendanceRate,GPA,Major,University,Studentname,Institution_Type,Year
172.217.12.202-10.42.0.42-443-37751-6,FeMale,22,61.24,2.28,Arts,"Harvard University, USA",Alfred Caldwell,Private,2023
172.217.6.206-10.42.0.151-443-56012-6,Male,19,59,3.33,Arts,"Harvard University, USA",Jess Mcknight,Public,2023
10.42.0.211-103.235.46.211-40223-443-6,FeMale,21,54.43,2,Arts,"Harvard University, USA",Adam Schwartz,Public,2023
10.42.0.151-31.13.71.7-39617-443-6,Male,23,55.17,2.36,Engineering,"Stanford University, USA",Judy Wilds,Public,2023
10.42.0.211-10.42.0.1-4980-53-17,Male,19,79.23,2.06,Business,"Stanford University, USA",Michael Gomez,Public,2023
10.42.0.211-123.134.184.156-58877-80-6,Male,21,84.41,2.33,Education,"Harvard University, USA",Bryce Gath,Public,2023
203.205.179.172-10.42.0.211-80-40199-6,Male,21,69.87,2.36,Science,"Harvard University, USA",George Draper,Private,2023
172.217.11.10-10.42.0.151-443-44340-6,Male,22,73.99,2.78,Science,"Harvard University, USA",Kay Trimble,Private,2023
172.217.1.174-10.42.0.151-443-54575-6,Male,24,84.3,2.8,Arts,"University of Oxford, UK",Daniel Castillo,Private,2023
10.42.0.151-10.42.0.1-52947-53-17,Male,18,50.87,3.75,Business,"Stanford University, USA",Alla Mccants,Public,2023
10.42.0.211-10.42.0.1-49560-53-17,Male,24,66.16,3.02,Engineering,"Harvard University, USA",Gerald Moore,Public,2023
202.77.129.150-10.42.0.42-80-59079-6,Male,18,98.65,3.45,Business,"Stanford University, USA",Shawna Hillhouse,Private,2023
202.77.129.185-10.42.0.211-80-34491-6,Male,20,79.01,2.21,Business,"University of Cambridge, UK",Marie Mitchell,Private,2023
203.205.158.44-10.42.0.151-80-39957-6,Male,22,62.71,2.45,Engineering,"Harvard University, USA",Sandra Baker,Private,2023
239.255.255.250-10.42.0.42-1900-46751-17,Male,21,76.09,3.41,Arts,"Harvard University, USA",Larry Mills,Private,2023
172.217.3.106-10.42.0.211-443-50817-6,Male,23,67.13,2.11,Business,"Stanford University, USA",Bill Clouser,Private,2023
172.217.10.2-10.42.0.211-443-45174-6,Male,18,76.61,2.97,Science,"Harvard University, USA",Emanuel Nickels,Private,2023
10.42.0.211-50.19.245.144-53778-443-6,Male,24,56.29,3.2,Engineering,"Stanford University, USA",Melodie Card,Public,2023
10.42.0.211-52.84.29.154-52844-443-6,Male,21,56.64,3.2,Education,"Harvard University, USA",Kelly Golden,Private,2023
10.42.0.42-119.146.74.34-52738-80-6,FeMale,18,57.18,2.05,Arts,"Harvard University, USA",Rose Cain,Public,2023
183.3.235.80-10.42.0.42-80-46715-6,Male,18,96.99,2.64,Engineering,"Stanford University, USA",Nicole Monson,Private,2023
10.42.0.151-104.254.66.16-55229-80-6,FeMale,18,81.86,2.49,Education,"Stanford University, USA",Susan Delung,Public,2023
10.42.0.211-64.71.142.124-37864-443-6,Male,23,99.03,2.95,Education,"Harvard University, USA",Brandon Banks,Private,2023
10.42.0.211-10.42.0.1-62489-53-17,Male,22,95.17,2.79,Business,"Harvard University, USA",Shannon Clark,Private,2023
183.3.235.80-10.42.0.151-80-47475-6,FeMale,23,82.33,3.1,Business,"University of Oxford, UK",Louise Hill,Private,2023
10.42.0.211-10.42.0.1-29634-53-17,Male,19,84.66,3.49,Business,"Stanford University, USA",Michelle Crutchfield,Private,2023
172.217.10.74-10.42.0.151-443-46306-6,Male,21,52.58,3.43,Engineering,"Massachusetts Institute of Technology (MIT), USA",Wesley Hetzel,Private,2023
174.36.210.51-10.42.0.211-5222-58655-6,FeMale,22,83.5,3.04,Engineering,"Harvard University, USA",Adele Hart,Private,2023
10.42.0.151-10.42.0.1-30447-53-17,Male,22,52.21,3.64,Arts,"Harvard University, USA",Oscar Mclaren,Public,2023
172.217.10.3-10.42.0.151-443-47624-6,Male,22,79.41,2.86,Business,"Harvard University, USA",Joseph Holbrook,Private,2023
216.58.219.226-10.42.0.211-443-56072-6,Male,24,99.97,3.79,Education,"Stanford University, USA",Rochelle Medina,Private,2023
10.42.0.151-10.42.0.1-2836-53-17,Male,22,77.79,2.14,Science,"Stanford University, USA",Kevin Albright,Private,2023
10.42.0.151-10.42.0.1-12682-53-17,Male,23,73.66,3.91,Arts,"Harvard University, USA",Dorothy Rodriguez,Public,2023
172.217.3.99-10.42.0.151-443-58181-6,Male,22,65.64,3.31,Engineering,"Harvard University, USA",Leon Wilson,Private,2023
10.42.0.211-10.42.0.1-22276-53-17,Male,20,56.03,2.76,Arts,"Harvard University, USA",Connie Phillips,Private,2023
10.42.0.151-36.110.213.49-37939-80-6,Male,21,86.55,2.39,Arts,"University of Oxford, UK",Marlin Schmidt,Private,2023
10.42.0.211-10.42.0.1-65350-53-17,FeMale,22,59.63,2.96,Arts,"Stanford University, USA",Cornelius Griffiths,Private,2023
182.22.24.124-10.42.0.151-443-43936-6,Male,21,55.76,2.39,Arts,"Harvard University, USA",Lois Smith,Public,2023
10.42.0.211-10.42.0.1-8238-53-17,Male,20,71.09,2.33,Science,"Stanford University, USA",Gregory Thompson,Private,2023
174.35.73.134-10.42.0.211-80-38274-6,FeMale,20,89.77,3.23,Business,"University of Cambridge, UK",Jesse Vaughan,Private,2023
10.42.0.151-104.97.95.172-52067-80-6,Male,21,87.25,3.05,Education,"Harvard University, USA",Mikel Davy,Private,2023
10.42.0.211-106.39.169.66-47726-443-6,Male,18,52.74,3.34,Arts,"Harvard University, USA",William Fletcher,Private,2023
10.42.0.151-31.13.80.37-48419-443-6,Male,19,72.76,3.86,Arts,"Stanford University, USA",Tim Miller,Private,2023
10.42.0.151-10.42.0.1-12463-53-17,FeMale,24,76.12,3.06,Arts,"Harvard University, USA",Gail Wells,Private,2023
203.205.158.53-10.42.0.151-80-54287-6,FeMale,18,82.23,3.16,Business,"Massachusetts Institute of Technology (MIT), USA",Miriam Tuck,Public,2023
174.129.32.117-10.42.0.211-443-60600-6,Male,18,82.51,2.18,Engineering,"Harvard University, USA",Clyde Kelly,Private,2023
192.229.173.173-10.42.0.151-80-46765-6,Male,23,68.23,3.44,Engineering,"Harvard University, USA",Randall Haynes,Private,2023
10.42.0.42-119.146.74.49-58768-443-6,Male,24,78.03,2.8,Science,"Stanford University, USA",David Thompson,Private,2023
172.217.11.42-10.42.0.211-443-38786-6,Male,24,74.05,3.95,Engineering,"Harvard University, USA",Larry Harvey,Private,2023
172.217.3.100-10.42.0.151-443-46419-6,Male,18,94.25,3.65,Arts,"Harvard University, USA",Colene Fields,Private,2023
10.42.0.211-23.23.129.231-33526-443-6,Male,22,76.51,3.04,Arts,"Stanford University, USA",Jeffrey Kaminski,Private,2023
157.56.52.23-10.42.0.42-40033-44878-6,Male,23,72.05,2.25,Arts,"Stanford University, USA",Esther Hiatt,Private,2023
172.217.11.8-10.42.0.211-443-38069-6,FeMale,23,70.22,3.72,Science,"Harvard University, USA",Jaqueline Woodward,Private,2023
10.42.0.211-103.7.30.118-38647-80-6,Male,20,78.62,3.6,Arts,"Stanford University, USA",Bernard Collins,Public,2023
10.42.0.211-121.12.98.64-51589-80-6,Male,24,90.2,2.37,Engineering,"Harvard University, USA",James Sass,Private,2023
216.58.219.238-10.42.0.151-443-33327-6,Male,18,76.92,2.59,Business,"Stanford University, USA",Sam Prevatte,Private,2023
172.217.10.14-10.42.0.211-443-49503-6,Male,20,83.08,3.59,Business,"Harvard University, USA",Mary Harris,Private,2023
174.35.73.78-10.42.0.211-443-45259-6,Male,21,86.89,2.37,Education,"Harvard University, USA",Eloise Meadows,Private,2023
151.101.1.140-10.42.0.211-443-44570-6,FeMale,19,76.01,3.84,Engineering,"Stanford University, USA",Cecelia Miller,Public,2023
158.85.58.102-10.42.0.211-5222-42814-6,Male,23,71.34,2.85,Arts,"Harvard University, USA",Dorothy Dodd,Public,2023
10.42.0.211-47.89.67.240-49209-443-6,FeMale,21,93.83,2.17,Business,"Harvard University, USA",James Lancaster,Private,2023
239.255.255.250-10.42.0.1-1900-54327-17,FeMale,21,70.88,3.63,Engineering,"Massachusetts Institute of Technology (MIT), USA",Steven Morgan,Private,2023
10.42.0.211-31.13.71.1-59911-443-6,FeMale,22,73.1,2.75,Business,"University of Oxford, UK",Willie Tarrant,Public,2023
10.42.0.211-54.192.36.135-45066-80-6,Male,19,99.52,3.05,Arts,"Harvard University, USA",Teri Smith,Private,2023
10.42.0.151-10.42.0.1-21924-53-17,FeMale,21,50.01,2.22,Business,"Harvard University, USA",Michelle Murach,Public,2023
10.42.0.42-74.125.192.188-35395-5228-6,Male,21,59.27,2.01,Education,"Harvard University, USA",Annette Reed,Private,2023
219.142.78.217-10.42.0.211-80-51652-6,Male,19,69.2,3.28,Education,"Massachusetts Institute of Technology (MIT), USA",Marvin Prince,Private,2023
175.100.207.206-10.42.0.211-80-35506-6,Male,19,96.63,3.03,Business,"Massachusetts Institute of Technology (MIT), USA",Philip Rizzi,Private,2023
10.42.0.211-10.42.0.1-13095-53-17,Male,21,53.5,3.19,Engineering,"Harvard University, USA",Jackie Fletcher,Private,2023
10.42.0.211-64.71.142.95-52993-80-6,Male,19,50.47,3.59,Engineering,"California Institute of Technology (Caltech), USA",Michael Phillips,Private,2023
205.185.216.10-10.42.0.211-80-50114-6,Male,21,52.63,3.29,Engineering,"Harvard University, USA",James Durden,Public,2023
172.217.12.174-10.42.0.151-443-50305-6,FeMale,21,54.43,2.35,Business,"Harvard University, USA",Harold Mimms,Private,2023
172.217.12.195-10.42.0.151-443-60430-6,Male,22,51.88,2.72,Engineering,"Harvard University, USA",Carol Meyers,Public,2023
172.217.11.14-10.42.0.151-443-43576-6,Male,18,73.99,3.81,Arts,"University of Oxford, UK",Charlie Schuttler,Public,2023
202.77.129.150-10.42.0.151-80-39349-6,Male,21,79.04,3.54,Education,"Harvard University, USA",Randy Moreno,Private,2023
172.217.3.98-10.42.0.211-443-34449-6,FeMale,20,63.58,3.11,Arts,"Harvard University, USA",Michelle Heredia,Private,2023
157.240.18.36-10.42.0.211-443-50225-6,Male,23,69.91,2.51,Engineering,"California Institute of Technology (Caltech), USA",Guy Resendez,Public,2023
10.42.0.211-23.23.129.231-53919-443-6,FeMale,24,54.58,2.6,Arts,"Imperial College London, UK",Raquel Henderson,Private,2023
10.42.0.211-23.206.162.129-39561-80-6,Male,18,66.82,3.46,Engineering,"University of Oxford, UK",Gloria Waldow,Private,2023
10.42.0.151-66.102.255.44-46535-443-6,FeMale,18,76.13,3.7,Business,"Harvard University, USA",James Walker,Private,2023
10.42.0.211-47.89.68.225-57550-443-6,Male,18,86.61,3.34,Arts,"Harvard University, USA",Christopher Winston,Private,2023
10.42.0.42-106.39.169.66-50140-80-6,FeMale,22,50.17,3.62,Business,"Stanford University, USA",Arthur Thompson,Public,2023
172.217.10.46-10.42.0.151-443-54716-6,Male,21,73.37,3.53,Business,"Stanford University, USA",Susan Waters,Public,2023
175.100.207.206-10.42.0.211-80-46327-6,Male,22,64.85,2.3,Science,"Harvard University, USA",Arthur Selby,Private,2023
180.149.136.194-10.42.0.211-80-51675-6,Male,21,92.64,2.85,Engineering,"University of Oxford, UK",Theresa Baines,Private,2023
192.229.173.173-10.42.0.151-80-56315-6,Male,22,85.78,2.31,Education,"Harvard University, USA",Jeffery Graham,Private,2023
10.42.0.42-119.146.74.49-58773-443-6,FeMale,22,79.46,2.47,Engineering,"Massachusetts Institute of Technology (MIT), USA",Eva Sykes,Private,2023
10.42.0.211-111.1.17.152-43471-8077-6,Male,23,63.86,3.74,Education,"University of Oxford, UK",Aaron Sturdivant,Private,2023
169.55.67.229-10.42.0.211-443-48896-6,Male,20,95.52,2.95,Engineering,"Harvard University, USA",Carlton Wimberly,Public,2023
10.42.0.1-10.42.0.42-53-6852-17,Male,22,52.26,3.07,Business,"Harvard University, USA",Nancy Bautista,Private,2023
169.47.42.243-10.42.0.211-443-33739-6,Male,23,55.47,2.36,Arts,"Stanford University, USA",Joseph Williams,Private,2023
10.42.0.211-52.84.37.172-34032-443-6,Male,19,69.58,2.62,Arts,"Stanford University, USA",Ruth Carrasquillo,Private,2023
219.142.78.162-10.42.0.211-80-57093-6,Male,20,56.22,2.46,Science,"Stanford University, USA",Roslyn Barnes,Private,2023
220.170.182.31-10.42.0.151-443-58199-6,Male,22,97.82,2.41,Education,"Stanford University, USA",Benjamin Tooms,Private,2023
157.240.18.19-10.42.0.151-443-35523-6,Male,24,89.9,3.28,Education,"Stanford University, USA",Martha Hallock,Private,2023
10.42.0.211-65.55.118.92-50899-80-6,Male,18,62.95,2.51,Education,"Harvard University, USA",Jillian Moore,Public,2023
10.42.0.211-23.101.116.26-34327-443-6,FeMale,19,79.43,3.26,Business,"Stanford University, USA",Russell Murrow,Private,2023
10.42.0.211-10.42.0.1-16371-53-17,Male,19,99.12,2.12,Education,"Stanford University, USA",Timothy Doxey,Private,2023
169.47.5.248-10.42.0.211-443-47689-6,Male,24,94.21,2.28,Arts,"Harvard University, USA",Tom Hepner,Private,2023
10.42.0.151-10.42.0.1-62065-53-17,Male,20,80.04,2.55,Business,"Harvard University, USA",Jackie Clark,Public,2023
216.58.219.225-10.42.0.42-443-58078-6,Male,24,95.19,3.19,Engineering,"University of Oxford, UK",Beverly Mcconnell,Public,2023
172.217.12.195-10.42.0.211-443-56220-6,FeMale,21,99.46,3.35,Education,"Stanford University, USA",Leroy Smith,Private,2023
10.42.0.211-10.42.0.1-60296-53-17,Male,22,87.17,2.89,Education,"Massachusetts Institute of Technology (MIT), USA",Richard Whitman,Public,2023
203.205.158.63-10.42.0.42-80-48934-6,FeMale,19,53.25,2.89,Engineering,"Harvard University, USA",Melissa Paci,Private,2023
10.42.0.151-61.180.227.171-51339-80-6,Male,21,70.08,3.45,Education,"Harvard University, USA",Manuel Ellis,Public,2023
169.47.5.250-10.42.0.211-443-50765-6,FeMale,19,91.89,2.03,Engineering,"Harvard University, USA",Phillip Oun,Private,2023
10.42.0.211-114.134.80.163-49269-80-6,Male,23,61.53,2.68,Business,"Stanford University, USA",Robin Sinn,Private,2023
10.42.0.211-52.52.149.36-55993-443-6,Male,20,91.53,3.64,Arts,"Stanford University, USA",James Fortenberry,Public,2023
10.42.0.211-10.42.0.1-18645-53-17,Male,18,56.02,3.21,Engineering,"Harvard University, USA",James Edwards,Private,2023
10.42.0.211-121.12.98.62-55466-80-6,FeMale,24,52.35,2.67,Science,"Harvard University, USA",Richard Vinson,Private,2023
10.42.0.211-10.42.0.1-13741-53-17,FeMale,20,69.2,3.81,Engineering,"Harvard University, USA",Beverly Harris,Private,2023
172.217.3.100-10.42.0.42-443-49612-6,Male,21,51.84,3.55,Education,"University of Oxford, UK",Magdalene Campbell,Private,2023
172.217.10.138-10.42.0.42-443-39193-6,Male,19,97.86,2.53,Business,"Stanford University, USA",Dana Nelson,Public,2023
10.42.0.211-10.42.0.1-35542-53-17,Male,24,91.31,3.29,Business,"Harvard University, USA",William Hernandez,Private,2023
172.217.11.3-10.42.0.151-443-41333-6,Male,19,90.04,3.19,Engineering,"Stanford University, USA",Rafaela Kelly,Private,2023
10.42.0.211-104.193.88.109-57242-80-6,Male,22,81.49,2.8,Arts,"University of Cambridge, UK",Shirley Loffler,Private,2023
10.42.0.151-125.88.193.226-45352-80-6,Male,19,60.82,2.73,Science,"Harvard University, USA",Carmen Noe,Public,2023
10.42.0.211-121.12.98.63-47447-80-6,Male,22,75.91,2.69,Business,"Stanford University, USA",Norma Weiss,Public,2023
172.217.3.106-10.42.0.211-443-55053-6,FeMale,23,79.86,3.23,Education,"Harvard University, USA",Jessica Alston,Private,2023
182.22.67.86-10.42.0.151-443-44750-6,Male,24,76.25,2.88,Education,"Stanford University, USA",Angela Flanagan,Public,2023
10.42.0.211-104.88.106.16-45564-80-6,Male,24,63.01,3.66,Arts,"Harvard University, USA",Robert Garcia,Public,2023
10.42.0.211-10.42.0.1-30870-53-17,Male,18,75.76,3.34,Business,"Harvard University, USA",Richard Rena,Public,2023
172.217.12.195-10.42.0.151-80-57968-6,Male,21,74.56,2.14,Engineering,"Stanford University, USA",Kathern Henningsen,Private,2023
172.217.3.106-10.42.0.211-443-51428-6,Male,22,99.82,3.28,Education,"Harvard University, USA",Elba Hull,Private,2023
10.42.0.151-52.84.28.215-44886-443-6,Male,18,94.87,2.54,Arts,"Harvard University, USA",William Townsend,Public,2023
10.42.0.211-69.147.82.60-35889-443-6,Male,19,64.19,3.12,Business,"Massachusetts Institute of Technology (MIT), USA",Timothy Salling,Public,2023
183.79.248.124-10.42.0.151-80-49118-6,Male,19,67.96,2.36,Business,"University of Oxford, UK",Cora Crider,Private,2023
10.42.0.151-31.13.65.36-55771-443-6,FeMale,18,69.19,2.11,Business,"Harvard University, USA",Jane Mangum,Private,2023
10.42.0.211-52.84.6.107-50536-443-6,Male,24,73.29,2.64,Business,"Harvard University, USA",Elizabeth Bleich,Private,2023
192.229.173.173-10.42.0.211-443-45039-6,Male,19,91.8,3.51,Business,"Harvard University, USA",Steve Easley,Public,2023
183.79.250.123-10.42.0.211-443-33985-6,Male,23,61.79,2.54,Education,"Massachusetts Institute of Technology (MIT), USA",Nathan Hernandez,Public,2023
10.42.0.42-23.194.180.131-56261-443-6,FeMale,23,88.8,3.08,Arts,"Massachusetts Institute of Technology (MIT), USA",Joseph Zepeda,Public,2023
10.42.0.42-69.147.82.61-33347-443-6,Male,18,70.27,3.46,Business,"Harvard University, USA",Elsie Cosgrove,Private,2023
180.149.136.247-10.42.0.42-80-49131-6,FeMale,22,80.09,2.22,Science,"California Institute of Technology (Caltech), USA",Charles Walker,Private,2023
202.77.129.150-10.42.0.151-80-51631-6,Male,22,81.63,3.37,Science,"Harvard University, USA",Thomas Campbell,Private,2023
10.42.0.211-118.123.114.134-54622-80-6,Male,18,68.64,2.18,Arts,"Harvard University, USA",Wanda Welch,Public,2023
203.205.128.137-10.42.0.151-80-47809-6,Male,22,75.63,3.93,Engineering,"Harvard University, USA",Jesus Johnston,Public,2023
10.42.0.42-37.1.203.158-47752-443-6,Male,24,70.65,2.98,Engineering,"University of Oxford, UK",Maria Martin,Private,2023
10.42.0.211-23.203.49.224-39848-443-6,FeMale,24,53.46,2.3,Engineering,"Harvard University, USA",Lois Warren,Private,2023
203.205.158.61-10.42.0.42-80-46665-6,Male,22,71.86,2.68,Science,"Harvard University, USA",Blaine Watson,Public,2023
10.42.0.211-23.206.125.17-34852-80-6,Male,23,54.87,2.83,Engineering,"California Institute of Technology (Caltech), USA",Darleen Stackhouse,Public,2023
174.35.73.174-10.42.0.211-80-59282-6,FeMale,22,70.25,3.52,Education,"Imperial College London, UK",Joe Jones,Private,2023
172.217.5.227-10.42.0.211-80-49955-6,Male,24,79.65,3.49,Business,"University of Oxford, UK",Laura Britton,Public,2023
10.42.0.211-106.39.162.36-47299-80-6,Male,20,78.97,3.22,Science,"Harvard University, USA",David Costantino,Private,2023
10.42.0.211-52.2.11.128-47674-443-6,Male,21,83.13,2.21,Arts,"Harvard University, USA",Ruth Burdick,Private,2023
10.42.0.211-52.84.37.117-57310-443-6,Male,19,54.76,2.3,Arts,"Stanford University, USA",Justin Mcgrath,Public,2023
172.217.11.10-10.42.0.151-443-34852-6,Male,20,82.61,2.19,Business,"Stanford University, USA",Jeffrey Mccall,Public,2023
172.217.10.10-10.42.0.42-443-39780-6,Male,22,65.61,3.15,Science,"Harvard University, USA",Felicia Tucker,Private,2023
10.42.0.1-10.42.0.42-53-65507-17,Male,23,69.95,3.75,Engineering,"University of Oxford, UK",Cynthia Wong,Private,2023
172.217.6.234-10.42.0.211-443-40373-6,Male,18,92.9,2.87,Engineering,"Harvard University, USA",Danielle Smith,Private,2023
10.42.0.211-10.42.0.1-39146-53-17,FeMale,22,50.45,2.32,Education,"Massachusetts Institute of Technology (MIT), USA",Kenneth Polich,Private,2023
172.217.12.174-10.42.0.151-443-52448-17,Male,23,79.42,3.12,Education,"University of Oxford, UK",Victor Kulick,Private,2023
203.205.158.62-10.42.0.151-80-52949-6,Male,21,79.94,3.62,Engineering,"Harvard University, USA",Rene Sanchez,Private,2023
203.130.53.126-10.42.0.211-80-38978-6,Male,22,69.83,3.48,Arts,"Harvard University, USA",Patricia Nash,Private,2023
10.42.0.211-10.42.0.1-24458-53-17,Male,24,61.85,3.76,Arts,"Stanford University, USA",Nikki Todd,Private,2023
180.149.134.221-10.42.0.211-80-45536-6,Male,18,61.73,2.56,Education,"Stanford University, USA",Marlon Barnoski,Private,2023
216.58.219.227-10.42.0.42-443-35266-6,Male,23,94.19,2.39,Business,"Stanford University, USA",Diane Williams,Private,2023
172.217.12.205-10.42.0.151-443-33006-6,Male,23,72.1,3.76,Engineering,"Stanford University, USA",Robert Thulin,Private,2023
172.217.10.14-10.42.0.151-443-57703-6,Male,23,66.54,3.32,Education,"Stanford University, USA",Rosemary Pollard,Private,2023
10.42.0.211-116.211.111.239-47192-80-6,Male,21,72.44,2.62,Education,"Harvard University, USA",Juanita Claytor,Public,2023
10.42.0.211-106.11.95.2-60646-443-6,Male,22,83.47,3.48,Engineering,"Stanford University, USA",Pamelia Reichard,Public,2023
169.47.40.146-10.42.0.151-5222-50195-6,Male,21,57.29,3.63,Engineering,"Stanford University, USA",Jamie Doward,Public,2023
192.229.173.173-10.42.0.42-80-41642-6,Male,19,72.47,3.23,Arts,"Harvard University, USA",Arthur Campbell,Private,2023
10.42.0.1-10.42.0.42-53-33235-17,Male,19,79.39,3.38,Business,"Harvard University, USA",William Harlan,Public,2023
10.42.0.211-10.42.0.1-12336-53-17,FeMale,22,97.43,2.75,Business,"University of Oxford, UK",Christine Mansfield,Private,2023
192.229.173.173-10.42.0.42-443-36968-6,FeMale,24,62.63,3.08,Engineering,"Stanford University, USA",Patricia Sharpe,Public,2023
203.205.158.55-10.42.0.211-80-51543-6,Male,21,67.96,3.05,Science,"Massachusetts Institute of Technology (MIT), USA",Stephanie Jones,Private,2023
10.42.0.211-10.42.0.1-60792-53-17,Male,18,68.97,3.7,Education,"Harvard University, USA",Dwayne Burman,Private,2023
172.217.3.98-10.42.0.211-443-54375-6,Male,23,80.28,3.68,Education,"Harvard University, USA",Daniel Coco,Private,2023
10.42.0.211-52.26.183.201-37036-443-6,Male,23,67.84,3.67,Engineering,"Harvard University, USA",Jessica Brewer,Private,2023
140.205.34.4-10.42.0.211-443-56429-6,Male,22,76.68,2.02,Science,"Stanford University, USA",Holly Ownby,Public,2023
10.42.0.211-64.71.142.124-54519-443-6,Male,24,89.09,3.5,Arts,"Stanford University, USA",Cindy Johnson,Private,2023
180.149.138.210-10.42.0.42-80-43662-6,Male,19,85.27,3.52,Engineering,"Harvard University, USA",Jo Guerra,Public,2023
172.217.6.238-10.42.0.42-443-49649-6,FeMale,19,72.32,3.36,Engineering,"Harvard University, USA",Rosemarie Hutchison,Private,2023
10.42.0.211-10.42.0.1-56114-53-17,Male,23,93.21,3.51,Education,"Harvard University, USA",Kirstie Shepard,Private,2023
10.42.0.211-10.42.0.1-63393-53-17,Male,22,77.91,3.68,Engineering,"University of Oxford, UK",Gregory Fleming,Public,2023
10.42.0.211-23.203.49.224-57143-443-6,Male,21,77,2.94,Engineering,"Stanford University, USA",Cathy Riffle,Private,2023
10.42.0.211-10.42.0.1-28681-53-17,Male,19,51.71,3,Engineering,"Harvard University, USA",Mary Jackson,Public,2023
10.42.0.211-10.42.0.1-3454-53-17,Male,21,79.66,3.33,Education,"Stanford University, USA",John Smith,Private,2023
172.217.10.42-10.42.0.151-443-45640-6,Male,24,82.51,2.02,Arts,"University of Cambridge, UK",Joan Comee,Private,2023
192.229.163.180-10.42.0.42-443-47565-6,Male,19,73.96,2.51,Arts,"Harvard University, USA",Michelle Herrington,Private,2023
180.149.153.234-10.42.0.211-80-52398-6,Male,19,80.79,2.52,Engineering,"Harvard University, USA",Pamela Ridley,Private,2023
10.42.0.151-10.42.0.1-51021-53-17,FeMale,20,66.45,2.14,Education,"Stanford University, USA",Antionette Bouillon,Private,2023
10.42.0.211-10.42.0.1-37669-53-17,Male,19,73.51,3.92,Arts,"Harvard University, USA",Frances Stevenson,Private,2023
10.42.0.211-123.125.29.138-59845-443-6,Male,18,87.21,2.96,Arts,"Stanford University, USA",Robert Sleiman,Private,2023
10.42.0.151-10.42.0.1-60223-53-17,Male,22,93.59,3.79,Arts,"Harvard University, USA",David Mckeever,Public,2023
208.80.154.224-10.42.0.211-443-54903-6,Male,22,71.68,2.64,Education,"Stanford University, USA",Esther Smith,Private,2023
10.42.0.211-23.21.95.195-34631-443-6,Male,21,52.18,2.25,Education,"Harvard University, USA",Harold Patterson,Private,2023
203.205.158.62-10.42.0.42-80-52239-6,Male,24,58.08,2.95,Engineering,"Harvard University, USA",Rosetta Mejia,Private,2023
172.217.11.1-10.42.0.211-443-43773-6,Male,19,51.04,2.23,Business,"Stanford University, USA",James Bell,Private,2023
172.217.9.238-10.42.0.42-443-42151-6,Male,18,82.66,2.97,Arts,"Harvard University, USA",Suzanne Leon,Public,2023
10.42.0.151-52.94.232.33-50931-443-6,Male,21,66.62,3.84,Business,"Harvard University, USA",Debra Bell,Private,2023
206.126.112.141-10.42.0.42-443-53525-6,Male,20,77.12,3.04,Education,"Massachusetts Institute of Technology (MIT), USA",Sherry Gibbs,Public,2023
10.42.0.42-115.239.210.141-47686-80-6,FeMale,21,74.66,3.23,Education,"University of Oxford, UK",David Jackson,Private,2023
10.42.0.211-74.125.22.154-53744-443-6,FeMale,21,54.08,2.31,Education,"Harvard University, USA",Donald Greenwood,Private,2023
180.149.136.194-10.42.0.42-443-49494-6,Male,19,70.16,2.09,Business,"Harvard University, USA",Lisa Jones,Private,2023
162.208.22.39-10.42.0.211-443-45087-6,Male,20,61.03,2.22,Education,"Harvard University, USA",Diana Jones,Private,2023
172.217.12.206-10.42.0.211-80-58378-6,Male,21,70.92,3.2,Engineering,"Massachusetts Institute of Technology (MIT), USA",Sandra Bushey,Private,2023
172.217.10.106-10.42.0.211-443-59705-6,Male,18,60.18,2.19,Education,"Massachusetts Institute of Technology (MIT), USA",James Herrera,Private,2023
151.101.20.166-10.42.0.151-443-58979-6,Male,18,92.02,2.75,Education,"Harvard University, USA",Jared Lockhart,Public,2023
172.217.10.234-10.42.0.151-443-42206-6,FeMale,22,58.71,3.1,Arts,"California Institute of Technology (Caltech), USA",Clara Corea,Private,2023
10.42.0.151-10.42.0.1-17449-53-17,Male,20,98.04,2.78,Arts,"Harvard University, USA",Charles Brooks,Public,2023
216.58.219.194-10.42.0.211-443-48897-6,Male,20,70.8,2.33,Science,"Harvard University, USA",Ramon Ledbetter,Public,2023
10.42.0.151-104.244.42.2-33835-443-6,FeMale,22,92.31,2.55,Arts,"Harvard University, USA",Josue Andre,Private,2023
10.42.0.211-121.12.98.64-51578-80-6,FeMale,21,81.44,3.86,Engineering,"University of Oxford, UK",Irene Perry,Public,2023
10.42.0.211-10.42.0.1-35433-53-17,Male,20,86.77,3.35,Business,"Harvard University, USA",Steven Nichols,Private,2023
10.42.0.211-47.93.77.90-50695-80-6,Male,18,88.39,2.99,Engineering,"Harvard University, USA",Fannie Walton,Private,2023
172.217.10.110-10.42.0.211-443-39247-6,Male,18,75.24,2.03,Education,"California Institute of Technology (Caltech), USA",Constance Wade,Public,2023
10.42.0.151-108.174.10.10-56871-80-6,Male,19,77.17,3.98,Business,"Imperial College London, UK",Steve Carter,Private,2023
10.42.0.151-10.42.0.1-11431-53-17,Male,20,75.7,3.34,Arts,"University of Oxford, UK",Gloria Thomas,Private,2023
10.42.0.42-85.93.5.109-59593-80-6,Male,21,79.4,2.63,Education,"Harvard University, USA",Christina Heffernan,Private,2023
222.73.28.96-10.42.0.211-80-36869-6,FeMale,22,51.47,3.76,Business,"Harvard University, USA",Billie Barks,Private,2023
